Update,Timesteps,Policy Loss,Value Loss,Total Loss
174,44800,-0.0033437964448239654,0.00048617160864523613,-0.011373541317880154
175,45056,-0.0031757364748045804,0.00038215313252294437,-0.008498352020978928
176,45312,-0.003995139244943857,0.0004003130568889901,0.0010489723645150661
177,45568,-0.0044673886033706365,0.0003111855352472048,-0.0030740301590412855
178,45824,-0.004332185722887516,0.0007967809986439533,-0.005977686028927565
179,46080,-0.0035108231939375402,0.00040419636425212955,-0.009414504282176495
180,46336,-0.007159503689035773,0.0004969017914845608,-0.006453597918152809
181,46592,-0.004869840806350112,0.0005914976885833312,-0.011559084989130497
182,46848,-0.007638302515260875,0.0007831854280084371,-0.01012498140335083
183,47104,-0.0049501655390486125,0.0011433369596488773,-0.008989812806248665
184,47360,-0.00555765766184777,0.0007258600482600742,-0.009776887483894825
185,47616,-0.003448701766319573,0.0007383662479696796,-0.0052531398832798
186,47872,-0.0033664993243291974,0.0004374504074803554,-0.00653501832857728
187,48128,-0.00516714274417609,0.0003859291631670203,-0.011307889595627785
188,48384,-0.0021418613148853185,0.0002910287006670842,-0.010576313361525536
189,48640,-0.0035170641029253604,0.0005692996339348611,-0.008604759350419044
190,48896,-0.0031379826134070752,0.0003170705182128586,-0.012072202749550343
191,49152,-0.008216911519411951,0.00035050924598181157,-0.033085327595472336
192,49408,-0.007789070624858141,0.0007198188846814446,-0.014855724759399891
193,49664,-0.005651740892790258,0.0013267071211885196,-0.009575320407748222
194,49920,-0.004316400398965925,0.0007596167175506707,-0.0036784859839826822
195,50176,-0.005654341774061322,0.0006038078499841504,-0.01839357241988182
196,50432,-0.005986406101146713,0.0005884205042093526,-0.015880975872278214
197,50688,-0.004202391859143973,0.0002436564100207761,-0.01098216325044632
198,50944,-0.0030189350247383116,0.00031188408502202947,-0.005375423934310675
199,51200,-0.0049965541693381965,0.0005700428526324685,-0.01545920129865408
200,51456,-0.0027018698630854486,0.0006638963786826935,-0.003750051837414503
201,51712,-0.005091352632734925,0.0006103573607106228,-0.008119579404592514
202,51968,-0.004974229400977493,0.00036496681677817834,-0.014529109001159668
203,52224,-0.003711036458844319,0.0006771152722649277,-0.008286993950605392
